id,first_name,last_name,email,status,can_login
7a7397f0-de78-5e21-bb48-a100ece9ca0f,Maria,Wilson,maria.wilson@crm-seed-data.abc,active,True
98692391-b905-5d20-b106-668a3bf5261b,Liam,Manning,liam.manning@crm-seed-data.abc,active,False
1ec5c14c-59f9-599a-9fc4-23008d29354a,Brenda,John,brenda.john@crm-seed-data.abc,active,False
16171277-0225-5774-8d63-abb743257d86,Christian,Ford,christian.ford@crm-seed-data.abc,active,False
4bda4f72-11f0-5651-a079-6d71111a267d,Ryan,Ward,ryan.ward@crm-seed-data.abc,active,False
a41605e3-deb1-549a-85c9-9e623ce74975,Declan,Moore,declan.moore@crm-seed-data.abc,active,True
749448bd-f9d3-50f1-bc98-1c80b2d1db58,Lynne,James,lynne.james@crm-seed-data.abc,active,False
78f30369-838a-5c62-b1a4-2c22362b423e,Beth,Green,beth.green@crm-seed-data.abc,active,False
9640e768-eb89-582f-968e-25d1324bba64,Tony,Pope,tony.pope@crm-seed-data.abc,active,False
2cf80426-ea77-5450-88c6-92ac56a5e244,Gail,Spencer,gail.spencer@crm-seed-data.abc,active,False
b94bfeb4-273a-578a-bc67-2eda9be44306,Karen,Evans,karen.evans@crm-seed-data.abc,active,True
429bf62c-b37f-55c0-a176-dbb513564535,Samantha,Hudson,samantha.hudson@crm-seed-data.abc,active,False
06cea260-a8dd-53d9-93a4-0a5a47de755e,Howard,Nelson,howard.nelson@crm-seed-data.abc,active,False
46cd9ac7-10c0-5d0d-8c78-84f28137fd89,Kevin,Stewart,kevin.stewart@crm-seed-data.abc,active,False
b311cab3-f0c5-5d5b-b932-8e8c1aa10e3b,Ruth,Price,ruth.price@crm-seed-data.abc,active,False
2ed0f6b7-8165-5709-a112-47fcd13a3b82,Jay,Allen,jay.allen@crm-seed-data.abc,active,True
f0676f5d-b64c-527e-9fe4-801b44eddb83,Gail,Allen,gail.allen@crm-seed-data.abc,active,False
5d74374f-958a-5e5d-a908-353a60981f22,Gemma,Kay,gemma.kay@crm-seed-data.abc,active,False
14ef1547-518d-5163-8234-c8c850269841,Amanda,Patel,amanda.patel@crm-seed-data.abc,active,False
d37607d9-4dcb-55ee-a855-bcfbb12ab52b,Jeffrey,Watts,jeffrey.watts@crm-seed-data.abc,active,False
fe392ae7-2066-5f45-8dba-451abe6a6b22,Gail,Griffin,gail.griffin@crm-seed-data.abc,active,True
bcd4e50d-a086-51aa-bf4a-6a3b0cb208e7,Irene,Stephenson,irene.stephenson@crm-seed-data.abc,active,False
19cdfe76-77ee-5b64-ab74-64cb5b155900,Bethan,Thornton,bethan.thornton@crm-seed-data.abc,active,False
b2bb188b-41c1-528c-bf27-379b78187379,Donna,Burrows,donna.burrows@crm-seed-data.abc,active,False
6cc39d05-66f9-584b-bd89-ca166f1c7ac1,Sally,Holland,sally.holland@crm-seed-data.abc,active,False
e720385b-ae15-5bf0-b2f7-35cf3f25de8f,Carole,Moran,carole.moran@crm-seed-data.abc,active,True
16ec0249-98cd-59e0-a3e0-ad8ceb1f96e5,Jason,Elliott,jason.elliott@crm-seed-data.abc,active,False
c8360ad1-e880-50c0-b615-0ddd1203d00b,Mathew,Johnson,mathew.johnson@crm-seed-data.abc,active,False
4a721be8-77cb-5a60-940f-0801b137117c,Suzanne,Wilkinson,suzanne.wilkinson@crm-seed-data.abc,active,False
895c7f58-c5d9-5c2e-95f2-ca0518ad3eb7,Connor,Jones,connor.jones@crm-seed-data.abc,active,False
3fca11cb-99fd-5a1b-9a30-7658d15b1c10,Maureen,McKenzie,maureen.mckenzie@crm-seed-data.abc,active,True
41b96f4a-b33f-5f91-bb0f-ccc37ce3c7b0,Pauline,Barnes,pauline.barnes@crm-seed-data.abc,active,False
024caeed-bb19-5387-906e-d34bf78859a6,Maurice,Williams,maurice.williams@crm-seed-data.abc,active,False
5b10e6c6-ddea-58cb-a783-ab585fd5e556,Carl,Owen,carl.owen@crm-seed-data.abc,active,False
634be0ee-3d03-58d0-9640-1b843956564f,Vanessa,Higgins,vanessa.higgins@crm-seed-data.abc,active,False
b70cf02f-488c-568e-b32f-8bda4aa819cd,Mohammed,Young,mohammed.young@crm-seed-data.abc,active,True
76ffa814-d320-57b5-8314-c4012dda389a,Mandy,Benson,mandy.benson@crm-seed-data.abc,active,False
d5997255-7316-5024-9d45-211aaeea9a2a,Justin,Jones,justin.jones@crm-seed-data.abc,active,False
91541cfb-71f6-5901-a9e6-e7139d8590de,David,Walker,david.walker@crm-seed-data.abc,active,False
6b7e2826-a475-5c7e-bc8c-2ee354257b3f,Sheila,Mann,sheila.mann@crm-seed-data.abc,active,False
0b284ea0-8e95-5216-92d3-752a9727a891,Emily,Pearce,emily.pearce@crm-seed-data.abc,active,True
d531aed9-dbfb-594e-8d48-fbaa3a36b7bd,Jessica,Berry,jessica.berry@crm-seed-data.abc,active,False
d17e9bbf-1ad5-5999-88c9-c8e9dc916776,Cheryl,Stone,cheryl.stone@crm-seed-data.abc,active,False
53a6d0dd-0b2f-59d4-b691-f85c37d7b210,Mark,Cook,mark.cook@crm-seed-data.abc,active,False
fd15ce84-3ca2-5142-ac50-441d79e214f3,Ashley,Thorpe,ashley.thorpe@crm-seed-data.abc,active,False
1559961b-7df6-58c6-8135-3d22a69ecdc9,Jill,Roberts,jill.roberts@crm-seed-data.abc,active,True
906fa1de-2436-5b76-8a37-2b492eeb96c4,Christian,Clark,christian.clark@crm-seed-data.abc,active,False
dd2220b7-1335-59dd-9c38-fc6044e2ab06,Jennifer,Cooper,jennifer.cooper@crm-seed-data.abc,active,False
dbab6365-f1c9-5df9-88e2-cd9edcc0b38f,Marcus,Oliver,marcus.oliver@crm-seed-data.abc,active,False
1c107f8b-d6fa-537d-acf4-a193c3fb0d49,Nathan,Kent,nathan.kent@crm-seed-data.abc,active,False
cc43eeaa-d238-550e-8332-4328a9e814c3,Mohamed,Pratt,mohamed.pratt@crm-seed-data.abc,active,True
f74d2c51-c64a-5398-99b5-49fbfb97aad8,Donald,Marshall,,active,False
1d66991d-a57a-5703-84ea-5f4a1cee6720,Beth,Hall,,active,False
2f55596a-8dad-5e3a-8d84-89b2547366ae,Amy,Robertson,,active,False
461032da-a32f-5bc3-b06f-3fe3b8cd7b5e,Martin,Hall,,active,False
8c9fd75a-10ee-5a7c-9642-1e51120b1b8b,David,Green,,active,False
8e6b08c4-55fa-5a73-b291-1b1eda2e4929,Leanne,Wilson,,active,False
0aa1ec0d-62d0-55bf-ae6f-921eadb1888e,Kelly,Lawrence,,active,False
3fdbd2d6-1c5b-559b-8ec8-34a141820de4,Eileen,Hobbs,,active,False
c49c9a46-1b35-51db-b88f-1b7d5fe50a10,Jayne,Clark,,active,False
c3aa2b2e-9e8c-57c7-98c4-cd7189ca037a,Margaret,Lane,,active,False
913fe2cc-71a0-50ef-a0e8-4c7da5b2753d,Naomi,Wood,,active,False
7dabfe88-6c0a-5db1-a333-de0f73d4184d,Wendy,Harrison,,active,False
b9e69b94-8dc0-5f90-8a8f-70cecc13909e,Donald,Bates,,active,False
62161118-b953-595c-b7cf-4f4a50b36533,Lesley,Smith,,active,False
c2d561e0-33b8-5935-ae38-e8efce352a35,Katie,Shaw,,active,False
910eeae8-6bf9-53cc-8ca9-2c0ea6802d74,Lisa,Johnson,,active,False
95018112-2880-50f6-bcbc-db8ccebb730d,Mandy,Reid,,active,False
b28ab7b9-4aec-5e0c-aa3b-e387fa52440a,Hugh,Porter,,active,False
0f7f0c90-c6b9-516b-ad0d-ddd6c3ab5084,Janice,Ahmed,,active,False
e328cff8-2e93-5845-82f7-0d1828576a87,Joyce,Smith,,active,False
96bbe691-73f2-5852-ae71-bbaa11060bf1,Timothy,Taylor,,active,False
428b2e7c-15e7-572d-aa8d-d2eff0325e32,Katherine,Duffy,,active,False
2055dcc8-1609-575b-937f-e46921ab2044,Dale,Fisher,,active,False
7ffeecfb-b957-590f-8e7c-94548d7adb7b,Shane,Francis,,active,False
4e9a56b8-266a-5796-a8b6-4bc0281e2d55,Carole,Holden,,active,False
fb163a89-7ca0-5d98-afb4-909a21f4fc12,Ellie,Brown,,active,False
7ac59208-9281-5c4e-ac4d-98f129561f07,Graeme,Dale,,active,False
7ae7c623-fb0b-5233-8233-990f03955928,Adam,Harris,,active,False
4ce4bf63-98f6-560d-82a1-6f1f106af397,Tracey,Ford,,active,False
cac1d39f-5afd-5336-b132-195bc6adc9aa,Pauline,Sullivan,,active,False
