id,contact_id,phone_type,number,is_primary,start_date,end_date
4333576a-93f3-5a60-ad6b-e42411f621ad,0a07e29f-8005-553e-9ff2-137415634b78,mobile,+44121 4960110,True,2026-01-01,
be080873-96b4-5195-90b3-ba031d45ee46,7a7397f0-de78-5e21-bb48-a100ece9ca0f,mobile,+44(0)161 496 0721,True,2026-01-01,
7a8978dc-1897-53e3-9c47-73717fd93a63,7a7397f0-de78-5e21-bb48-a100ece9ca0f,work,+441632 960222,False,2026-01-01,
fe9f661d-7eda-5f17-bffa-865ae9853c7b,98692391-b905-5d20-b106-668a3bf5261b,mobile,+44(0)116 4960765,True,2026-01-01,
55e3c9c5-528a-5252-9c90-56e7ffe95ffc,16171277-0225-5774-8d63-abb743257d86,mobile,(0808) 157 0264,True,2026-01-01,
96e3dbf1-f204-5d53-b60d-16d5dfec7b9a,16171277-0225-5774-8d63-abb743257d86,home,+441632 960025,False,2026-01-01,
5cc464de-b4f1-59c3-8622-ad145818637b,4bda4f72-11f0-5651-a079-6d71111a267d,mobile,+44191 4960605,True,2026-01-01,
8b67add4-a9d6-50b8-8450-b63b16509ff4,a41605e3-deb1-549a-85c9-9e623ce74975,mobile,+441632960931,True,2026-01-01,
de5103a1-5381-5463-b314-0b7b2720d8d0,78f30369-838a-5c62-b1a4-2c22362b423e,mobile,+44(0)1914960423,True,2026-01-01,
d75d26d0-9131-5f45-95a9-bec4820378bd,78f30369-838a-5c62-b1a4-2c22362b423e,home,(0113) 4960675,False,2026-01-01,
7f4c43fa-0d0f-5548-b515-bf0ccaa5c28d,9640e768-eb89-582f-968e-25d1324bba64,mobile,(0118) 496 0613,True,2026-01-01,
fc967492-cf04-5a86-8a47-f7472cfc927b,2cf80426-ea77-5450-88c6-92ac56a5e244,mobile,(0151)4960920,True,2026-01-01,
4ce968d7-a2a3-5de4-9202-80347aa76ab9,2cf80426-ea77-5450-88c6-92ac56a5e244,work,0114 496 0909,False,2026-01-01,
52dacb62-5749-5c16-9747-b92138a063a2,b94bfeb4-273a-578a-bc67-2eda9be44306,mobile,01632 960 393,True,2026-01-01,
0104c7d0-1cb8-5180-b125-9477a7bf8f78,429bf62c-b37f-55c0-a176-dbb513564535,mobile,(0121) 4960586,True,2026-01-01,
84161ee9-9b8f-599c-afbe-783fe1ff463d,429bf62c-b37f-55c0-a176-dbb513564535,home,0808 157 0612,False,2026-01-01,
4cc9addf-e76e-5bee-b32b-95480eef2830,06cea260-a8dd-53d9-93a4-0a5a47de755e,mobile,+44(0)808 157 0731,True,2026-01-01,
c7cea9b0-71b9-5b27-a50a-2341a1e552ea,46cd9ac7-10c0-5d0d-8c78-84f28137fd89,mobile,+44113 4960876,True,2026-01-01,
b152aa8e-2b25-593a-babe-5ce9f3042dbb,b311cab3-f0c5-5d5b-b932-8e8c1aa10e3b,mobile,(0117) 496 0580,True,2026-01-01,
8a521c2c-ebf5-5e58-8bc0-39036cf59e21,2ed0f6b7-8165-5709-a112-47fcd13a3b82,mobile,(0306)9990459,True,2026-01-01,
a7a8aaa5-aaef-53ae-9f43-3e90515ad181,5d74374f-958a-5e5d-a908-353a60981f22,mobile,+44(0)2074960724,True,2026-01-01,
0bb5af13-613d-5135-baba-fcd70267b462,d37607d9-4dcb-55ee-a855-bcfbb12ab52b,mobile,(028)9018032,True,2026-01-01,
c4e50fef-6849-57ad-8cf0-1f3b644e55ce,fe392ae7-2066-5f45-8dba-451abe6a6b22,mobile,01184960586,True,2026-01-01,
d7852ee8-f299-55ce-96fa-189ddf7a8ee7,bcd4e50d-a086-51aa-bf4a-6a3b0cb208e7,mobile,0131 4960471,True,2026-01-01,
56c5539d-ba96-548a-ade1-b5253e429de1,19cdfe76-77ee-5b64-ab74-64cb5b155900,mobile,+44(0)1514960370,True,2026-01-01,
2dad43fe-4e7f-539e-96cd-1a06ac9dac92,b2bb188b-41c1-528c-bf27-379b78187379,mobile,+44(0)161 496 0438,True,2026-01-01,
68dd6711-ce7d-51fe-ac97-d37ed6c132d7,6cc39d05-66f9-584b-bd89-ca166f1c7ac1,mobile,+44(0)114 496 0123,True,2026-01-01,
2012fdda-fa44-52eb-bf86-23023b3556ad,6cc39d05-66f9-584b-bd89-ca166f1c7ac1,home,(0114) 496 0588,False,2026-01-01,
2624713b-8953-5a74-ae57-a6f2de49a3d9,e720385b-ae15-5bf0-b2f7-35cf3f25de8f,mobile,0115 4960685,True,2026-01-01,
f4e9a82f-3d96-54ac-84c1-65ec8f88df63,c8360ad1-e880-50c0-b615-0ddd1203d00b,mobile,+44121 496 0681,True,2026-01-01,
8f9465c0-52ae-5f36-b8f3-f67fbc4a4784,4a721be8-77cb-5a60-940f-0801b137117c,mobile,+44(0)306 9990007,True,2026-01-01,
7f5b559d-1d11-5fd8-954d-48b17e9959c2,895c7f58-c5d9-5c2e-95f2-ca0518ad3eb7,mobile,+44121 4960155,True,2026-01-01,
cadc5eab-2b41-5e66-908e-1995abf008f5,3fca11cb-99fd-5a1b-9a30-7658d15b1c10,mobile,(028) 9018 0543,True,2026-01-01,
7392e9f5-a0a6-57fa-bdcd-37ebeab2de1e,3fca11cb-99fd-5a1b-9a30-7658d15b1c10,work,(0161) 4960159,False,2026-01-01,
0545d051-d672-5b15-84ac-33c4cc748e27,41b96f4a-b33f-5f91-bb0f-ccc37ce3c7b0,mobile,0115 496 0472,True,2026-01-01,
062eb1b8-9e26-5200-9b7e-7ba261743035,5b10e6c6-ddea-58cb-a783-ab585fd5e556,mobile,+44306 9990918,True,2026-01-01,
044dea32-684d-53bc-8cbd-c18d3e674212,634be0ee-3d03-58d0-9640-1b843956564f,mobile,(0151) 4960059,True,2026-01-01,
595c56a3-bc47-5fa7-9994-81465c9ff631,76ffa814-d320-57b5-8314-c4012dda389a,mobile,+441174960384,True,2026-01-01,
73cc793e-647d-5956-851f-2920ad3accd0,d5997255-7316-5024-9d45-211aaeea9a2a,mobile,029 2018507,True,2026-01-01,
373720b4-0486-5241-9404-cab5df6c4afe,d5997255-7316-5024-9d45-211aaeea9a2a,home,+4428 9018 0822,False,2026-01-01,
e456f647-9be8-5782-babe-af4b7c7d9662,91541cfb-71f6-5901-a9e6-e7139d8590de,mobile,+441164960133,True,2026-01-01,
88b0aa20-d619-56b8-9c5e-fac1ae75ff7d,91541cfb-71f6-5901-a9e6-e7139d8590de,work,0113 4960537,False,2026-01-01,
5372c0ad-8484-5756-acc5-7fb0a84662ed,6b7e2826-a475-5c7e-bc8c-2ee354257b3f,mobile,+44(0)191 4960292,True,2026-01-01,
ef594934-0290-54c8-a95b-0e3ec3339883,6b7e2826-a475-5c7e-bc8c-2ee354257b3f,home,(020)74960040,False,2026-01-01,
0ed38c66-470a-5380-8816-34b21119521e,0b284ea0-8e95-5216-92d3-752a9727a891,mobile,01164960990,True,2026-01-01,
cc3866ae-68c6-5b2a-8c84-1ec5b4f45d6a,d531aed9-dbfb-594e-8d48-fbaa3a36b7bd,mobile,(0121) 4960876,True,2026-01-01,
529b8d2e-c805-537e-a06a-0bdf1067ed6e,d17e9bbf-1ad5-5999-88c9-c8e9dc916776,mobile,+44131 496 0327,True,2026-01-01,
4fd97685-f9fc-5615-9a99-c7e96df15c91,53a6d0dd-0b2f-59d4-b691-f85c37d7b210,mobile,(0115)4960274,True,2026-01-01,
e06a4640-b4b2-595d-b6fb-226e4732139b,fd15ce84-3ca2-5142-ac50-441d79e214f3,mobile,+44(0)808 1570236,True,2026-01-01,
54a6883d-757d-59c0-b4c1-52ad346f1e64,1559961b-7df6-58c6-8135-3d22a69ecdc9,mobile,0113 496 0137,True,2026-01-01,
4da225a6-a753-50cc-bfca-75f640bd5ff3,906fa1de-2436-5b76-8a37-2b492eeb96c4,mobile,(0115)4960379,True,2026-01-01,
f915500d-18eb-5cf7-ac1b-3954bf91db68,dd2220b7-1335-59dd-9c38-fc6044e2ab06,mobile,+44116 496 0894,True,2026-01-01,
7d4f895f-81a1-5787-a41a-11ee50ab4255,dbab6365-f1c9-5df9-88e2-cd9edcc0b38f,mobile,+4420 7496 0105,True,2026-01-01,
ed80b8b7-7fc3-55cb-8e70-5fa643a5b2ab,1c107f8b-d6fa-537d-acf4-a193c3fb0d49,mobile,(0114) 4960913,True,2026-01-01,
d156b2af-03d5-5742-9028-1764af656a40,cc43eeaa-d238-550e-8332-4328a9e814c3,mobile,+44909 8790160,True,2026-01-01,
